Accident_ID,Location,Latitude,Longitude,Date,Time,Severity,Cause,Road_Type,Weather
ID-258,Varanasi,25.29241,83.05955,2023-08-10,23:42,Serious,Signal Jumping,Rural Road,Clear
ID-259,Delhi,28.57983,77.01478,2023-12-27,19:17,Minor,Over-speeding,Rural Road,Clear
ID-260,Delhi,28.47478,76.96299,2023-09-08,23:55,Minor,Weather/Low Visibility,Rural Road,Fog
ID-261,Hyderabad,17.32285,78.3704,2023-06-02,13:45,Serious,Potholes,Rural Road,Clear
ID-262,Delhi,28.45358,76.85893,2023-03-14,13:44,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-263,Bangalore,12.97244,77.58461,2023-11-27,16:58,Serious,Weather/Low Visibility,City Road,Rain
ID-264,Bangalore,12.85613,77.6684,2023-03-11,14:31,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-265,Hyderabad,17.39899,78.43694,2023-02-12,11:10,Serious,Distracted Driving,Highway,Clear
ID-266,Delhi,28.51684,76.93743,2023-09-11,08:36,Serious,Potholes,Rural Road,Clear
ID-267,Chennai,12.93426,80.25502,2023-10-07,23:28,Serious,Drunk Driving,Highway,Dust Storm
ID-268,Pune,18.44951,73.87496,2023-02-14,20:55,Serious,Over-speeding,Highway,Clear
ID-269,Kolkata,22.61758,88.37013,2023-11-12,10:10,Minor,Drunk Driving,Highway,Rain
ID-270,Delhi,28.62803,77.06614,2023-05-30,13:45,Fatal,Distracted Driving,Rural Road,Fog
ID-271,Meerut,29.03586,77.61905,2023-12-26,14:08,Minor,Drunk Driving,Highway,Rain
ID-272,Delhi,28.73139,77.18074,2023-11-20,19:36,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-273,Mumbai,19.09009,72.97603,2023-12-22,09:17,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-274,Pune,18.40049,73.85483,2023-12-07,05:40,Minor,Signal Jumping,Highway,Fog
ID-275,Hyderabad,17.37954,78.49363,2023-05-26,14:53,Serious,Distracted Driving,Rural Road,Rain
ID-276,Chennai,13.13649,80.27883,2023-08-24,12:50,Fatal,Over-speeding,Highway,Clear
ID-277,Mumbai,18.9002,72.99161,2023-03-23,23:19,Minor,Distracted Driving,Rural Road,Clear
ID-278,Chennai,12.92473,80.2329,2023-06-06,07:40,Minor,Signal Jumping,City Road,Rain
ID-279,Chennai,13.11111,80.10022,2023-09-23,03:14,Fatal,Drunk Driving,Highway,Dust Storm
ID-280,Jaipur,26.82412,75.87207,2023-07-16,18:14,Fatal,Over-speeding,Highway,Clear
ID-281,Mumbai,19.1643,72.82743,2023-09-29,11:04,Minor,Potholes,Rural Road,Clear
ID-282,Delhi,28.66001,77.02005,2023-07-30,07:09,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-283,Mumbai,18.93014,72.95049,2023-06-11,20:27,Serious,Drunk Driving,City Road,Rain
ID-284,Delhi,28.49927,77.1005,2023-12-04,10:01,Minor,Distracted Driving,Rural Road,Rain
ID-285,Indore,22.63773,75.77835,2023-02-27,21:24,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-286,Kolkata,22.60566,88.49554,2023-10-19,08:55,Serious,Weather/Low Visibility,Rural Road,Fog
ID-287,Nashik,20.05255,73.89089,2023-05-15,00:00,Fatal,Drunk Driving,Highway,Clear
ID-288,Mumbai,19.01939,72.8573,2023-07-25,05:44,Minor,Weather/Low Visibility,City Road,Rain
ID-289,Chennai,12.92371,80.28418,2023-11-21,21:37,Minor,Signal Jumping,City Road,Clear
ID-290,Bangalore,13.0096,77.64599,2023-08-11,06:59,Serious,Over-speeding,Rural Road,Dust Storm
ID-291,Pune,18.46186,73.84834,2023-03-12,07:45,Minor,Signal Jumping,Highway,Clear
ID-292,Chennai,13.04892,80.16934,2023-03-06,14:23,Serious,Signal Jumping,Rural Road,Fog
ID-293,Bangalore,13.03143,77.50587,2023-12-31,18:16,Minor,Potholes,City Road,Clear
ID-294,Delhi,28.58208,76.98006,2023-05-11,20:10,Serious,Over-speeding,Highway,Clear
ID-295,Nashik,19.90051,73.87174,2023-07-16,21:23,Serious,Weather/Low Visibility,Highway,Rain
ID-296,Delhi,28.76558,77.17033,2023-06-13,07:26,Minor,Distracted Driving,Rural Road,Clear
ID-297,Kolkata,22.57456,88.40041,2023-07-25,07:02,Fatal,Over-speeding,City Road,Dust Storm
ID-298,Indore,22.66214,75.71728,2023-10-16,19:18,Minor,Weather/Low Visibility,City Road,Rain
ID-299,Bangalore,13.09156,77.69956,2023-01-04,01:09,Fatal,Drunk Driving,Highway,Clear
ID-300,Delhi,28.73583,77.2386,2023-06-07,17:54,Serious,Over-speeding,Rural Road,Rain
ID-301,Pune,18.48396,73.89224,2023-04-29,18:02,Minor,Potholes,Rural Road,Dust Storm
ID-302,Mumbai,19.03754,72.94958,2023-07-21,04:40,Fatal,Over-speeding,City Road,Clear
ID-303,Madurai,9.93249,78.02614,2023-06-17,21:44,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-304,Kolkata,22.68871,88.32722,2023-08-19,06:10,Minor,Weather/Low Visibility,City Road,Fog
ID-305,Chennai,13.00749,80.25407,2023-03-03,15:54,Fatal,Weather/Low Visibility,Rural Road,Rain
ID-306,Mumbai,19.11141,72.92066,2023-05-08,18:45,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-307,Kolkata,22.55977,88.46402,2023-10-09,06:35,Serious,Drunk Driving,City Road,Clear
ID-308,Bangalore,12.83057,77.65876,2023-04-12,12:08,Minor,Weather/Low Visibility,Rural Road,Fog
ID-309,Bangalore,12.99341,77.61646,2023-11-27,12:12,Serious,Weather/Low Visibility,Highway,Rain
ID-310,Kolkata,22.66587,88.36631,2023-10-21,19:59,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-311,Delhi,28.67329,76.8864,2023-03-18,07:28,Minor,Weather/Low Visibility,Rural Road,Rain
ID-312,Delhi,28.5648,77.07534,2023-08-03,14:08,Minor,Drunk Driving,Rural Road,Rain
ID-313,Bangalore,12.9631,77.50391,2023-09-06,21:34,Minor,Weather/Low Visibility,City Road,Fog
ID-314,Lucknow,26.70521,80.91942,2023-07-03,12:33,Minor,Weather/Low Visibility,Highway,Rain
ID-315,Chennai,13.09706,80.15331,2023-07-18,06:54,Minor,Weather/Low Visibility,Highway,Rain
ID-316,Nagpur,21.0636,79.12143,2023-06-30,23:44,Serious,Potholes,Rural Road,Rain
ID-317,Pune,18.59408,73.80842,2023-04-30,12:03,Fatal,Weather/Low Visibility,Highway,Rain
ID-318,Madurai,9.80014,78.18358,2023-06-15,07:11,Serious,Over-speeding,Highway,Clear
ID-319,Chennai,13.17517,80.25487,2023-12-06,08:45,Minor,Distracted Driving,City Road,Clear
ID-320,Nashik,19.96452,73.89517,2023-06-12,21:41,Minor,Drunk Driving,Highway,Fog
ID-321,Kolkata,22.66289,88.37568,2023-01-01,19:11,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-322,Mumbai,19.08072,72.98421,2023-09-12,17:06,Serious,Weather/Low Visibility,Rural Road,Fog
ID-323,Meerut,28.96936,77.6639,2023-06-21,23:40,Serious,Drunk Driving,City Road,Clear
ID-324,Jaipur,26.81356,75.75133,2023-08-13,18:24,Serious,Signal Jumping,Highway,Dust Storm
ID-325,Pune,18.49862,73.77574,2023-10-23,21:50,Fatal,Weather/Low Visibility,Highway,Rain
ID-326,Jaipur,26.95984,75.70668,2023-06-25,08:04,Minor,Drunk Driving,Highway,Dust Storm
ID-327,Meerut,29.00941,77.77962,2023-09-05,22:57,Serious,Signal Jumping,City Road,Clear
ID-328,Nashik,19.933,73.87795,2023-04-08,20:13,Serious,Weather/Low Visibility,Rural Road,Fog
ID-329,Indore,22.64751,75.70993,2023-07-04,04:03,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-330,Mumbai,19.09861,72.92004,2023-11-23,06:10,Fatal,Distracted Driving,City Road,Clear
ID-331,Jaipur,26.96875,75.76167,2023-02-16,15:16,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-332,Delhi,28.55258,76.89329,2023-04-26,15:16,Minor,Distracted Driving,Highway,Clear
ID-333,Nagpur,21.15045,79.10024,2023-10-29,14:26,Minor,Drunk Driving,City Road,Clear
ID-334,Nashik,20.06368,73.78373,2023-05-01,22:56,Serious,Weather/Low Visibility,Highway,Fog
ID-335,Delhi,28.41389,77.08561,2023-03-03,22:09,Fatal,Weather/Low Visibility,Highway,Rain
ID-336,Nashik,19.92524,73.78467,2023-11-01,13:09,Minor,Distracted Driving,Rural Road,Fog
ID-337,Nagpur,21.0134,79.01643,2023-08-23,20:33,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-338,Lucknow,26.72964,80.91759,2023-05-27,16:50,Serious,Weather/Low Visibility,City Road,Fog
ID-339,Nashik,20.03096,73.8144,2023-03-15,20:25,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-340,Chennai,13.16369,80.2381,2023-07-10,15:57,Minor,Weather/Low Visibility,City Road,Fog
ID-341,Delhi,28.73714,77.22912,2023-08-15,13:19,Serious,Weather/Low Visibility,Rural Road,Fog
ID-342,Bangalore,12.99367,77.53759,2023-09-22,09:48,Fatal,Distracted Driving,Rural Road,Clear
ID-343,Delhi,28.7166,76.83281,2023-09-26,19:49,Serious,Distracted Driving,Highway,Clear
ID-344,Chennai,12.95783,80.26659,2023-07-04,21:03,Serious,Weather/Low Visibility,City Road,Rain
ID-345,Nagpur,21.09284,79.01908,2023-09-08,00:23,Serious,Distracted Driving,Highway,Dust Storm
ID-346,Nashik,20.01027,73.76885,2023-01-15,18:18,Serious,Signal Jumping,Highway,Clear
ID-347,Kolkata,22.65597,88.34286,2023-05-18,11:13,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-348,Mumbai,19.13409,72.95351,2023-11-04,23:11,Minor,Over-speeding,City Road,Rain
ID-349,Kolkata,22.64255,88.44187,2023-05-10,15:29,Serious,Drunk Driving,City Road,Dust Storm
ID-350,Mumbai,19.14729,72.87943,2023-07-11,06:53,Serious,Potholes,City Road,Fog
ID-351,Nagpur,21.09635,79.00089,2023-12-02,14:16,Fatal,Weather/Low Visibility,Highway,Fog
ID-352,Varanasi,25.35309,83.07994,2023-03-13,20:43,Minor,Signal Jumping,Rural Road,Clear
ID-353,Meerut,28.99947,77.65912,2023-10-26,09:02,Serious,Signal Jumping,City Road,Rain
ID-354,Lucknow,26.74447,80.90693,2023-03-29,22:19,Serious,Drunk Driving,City Road,Rain
ID-355,Mumbai,18.9776,72.96167,2023-04-24,11:05,Minor,Distracted Driving,Rural Road,Rain
ID-356,Pune,18.48409,73.87737,2023-03-02,16:29,Fatal,Signal Jumping,Rural Road,Clear
ID-357,Nashik,20.01606,73.82413,2023-12-15,07:55,Serious,Weather/Low Visibility,City Road,Fog
ID-358,Varanasi,25.37085,82.92747,2023-08-23,22:57,Serious,Drunk Driving,Rural Road,Fog
ID-359,Kolkata,22.56653,88.49733,2023-05-21,12:28,Fatal,Drunk Driving,Rural Road,Rain
ID-360,Chennai,13.04687,80.25271,2023-08-08,16:40,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-361,Hyderabad,17.30755,78.33988,2023-01-10,02:12,Serious,Signal Jumping,Rural Road,Clear
ID-362,Jaipur,26.84525,75.8754,2023-10-29,02:32,Fatal,Drunk Driving,Highway,Rain
ID-363,Hyderabad,17.35817,78.44557,2023-12-18,14:56,Serious,Weather/Low Visibility,City Road,Fog
ID-364,Bangalore,12.85653,77.68962,2023-03-09,19:46,Minor,Drunk Driving,Rural Road,Clear
ID-365,Mumbai,19.05139,72.82463,2023-11-24,21:56,Minor,Distracted Driving,Rural Road,Clear
ID-366,Kolkata,22.69894,88.43239,2023-08-02,23:07,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-367,Jaipur,26.83063,75.83904,2023-02-21,21:42,Minor,Signal Jumping,Rural Road,Fog
ID-368,Jaipur,26.82743,75.86613,2023-05-25,22:07,Serious,Drunk Driving,City Road,Clear
ID-369,Mumbai,18.95992,72.8526,2023-06-01,23:26,Minor,Drunk Driving,Rural Road,Clear
ID-370,Delhi,28.48308,77.26656,2023-02-15,18:42,Serious,Over-speeding,Highway,Dust Storm
ID-371,Bangalore,12.82251,77.64472,2023-05-16,21:18,Serious,Over-speeding,Highway,Clear
ID-372,Nagpur,21.17045,79.00806,2023-02-18,23:07,Fatal,Over-speeding,Highway,Clear
ID-373,Delhi,28.54301,77.01886,2023-06-25,08:23,Minor,Drunk Driving,City Road,Clear
ID-374,Meerut,28.98005,77.69131,2023-03-27,21:41,Serious,Over-speeding,Rural Road,Rain
ID-375,Kolkata,22.69631,88.46887,2023-10-19,16:51,Minor,Signal Jumping,Highway,Dust Storm
ID-376,Delhi,28.71167,77.10568,2023-09-07,21:58,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-377,Bangalore,12.87848,77.56285,2023-10-17,23:36,Minor,Weather/Low Visibility,Rural Road,Fog
ID-378,Delhi,28.4381,77.13086,2023-11-25,23:43,Minor,Weather/Low Visibility,Rural Road,Rain
ID-379,Delhi,28.40466,77.26719,2023-09-09,15:04,Minor,Distracted Driving,City Road,Rain
ID-380,Delhi,28.42014,76.91135,2023-08-24,15:05,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-381,Kolkata,22.58941,88.32374,2023-07-26,03:06,Serious,Drunk Driving,Rural Road,Clear
ID-382,Meerut,28.91818,77.72084,2023-04-16,22:35,Serious,Drunk Driving,City Road,Dust Storm
ID-383,Lucknow,26.74458,80.89089,2023-12-03,04:45,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-384,Bangalore,12.99767,77.50044,2023-07-11,14:33,Minor,Signal Jumping,Highway,Clear
ID-385,Jaipur,26.97938,75.79848,2023-05-11,17:06,Serious,Weather/Low Visibility,Highway,Rain
ID-386,Meerut,29.07044,77.64312,2023-08-01,14:48,Serious,Over-speeding,City Road,Clear
ID-387,Mumbai,19.03722,72.91786,2023-01-25,18:33,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-388,Mumbai,19.0525,72.98423,2023-03-07,01:46,Minor,Over-speeding,Rural Road,Dust Storm
ID-389,Kolkata,22.60082,88.37693,2023-06-25,11:25,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-390,Mumbai,19.08076,72.97729,2023-06-10,17:55,Minor,Weather/Low Visibility,Highway,Rain
ID-391,Chennai,13.11432,80.23732,2023-09-15,23:11,Serious,Weather/Low Visibility,Rural Road,Fog
ID-392,Bangalore,12.94411,77.61413,2023-10-01,23:47,Fatal,Drunk Driving,Highway,Dust Storm
ID-393,Nashik,19.92907,73.83405,2023-05-09,08:43,Serious,Drunk Driving,Rural Road,Clear
ID-394,Delhi,28.71374,76.902,2023-11-12,21:06,Serious,Signal Jumping,Rural Road,Rain
ID-395,Nashik,19.97778,73.80218,2023-07-15,17:03,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-396,Mumbai,19.06564,72.80259,2023-04-26,21:53,Minor,Weather/Low Visibility,Rural Road,Fog
ID-397,Nagpur,21.12068,79.13284,2023-02-08,19:43,Minor,Weather/Low Visibility,Rural Road,Rain
ID-398,Kolkata,22.57544,88.3857,2023-05-11,08:37,Fatal,Over-speeding,City Road,Fog
ID-399,Madurai,9.83096,78.03074,2023-12-05,23:39,Serious,Drunk Driving,Rural Road,Dust Storm
ID-400,Hyderabad,17.44154,78.40508,2023-08-01,10:10,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-401,Jaipur,26.97668,75.83267,2023-11-13,14:48,Serious,Potholes,Rural Road,Dust Storm
ID-402,Hyderabad,17.49623,78.30176,2023-11-25,05:57,Minor,Distracted Driving,Highway,Rain
ID-403,Mumbai,18.99628,72.98319,2023-05-25,22:46,Serious,Over-speeding,Rural Road,Fog
ID-404,Hyderabad,17.30877,78.47966,2023-03-27,01:06,Serious,Drunk Driving,Rural Road,Clear
ID-405,Chennai,13.1011,80.25472,2023-12-26,12:34,Minor,Signal Jumping,Rural Road,Dust Storm
ID-406,Bangalore,12.82164,77.63721,2023-02-14,20:02,Serious,Over-speeding,Highway,Clear
ID-407,Nagpur,21.11162,79.07249,2023-11-19,01:28,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-408,Mumbai,19.06045,72.92828,2023-12-25,22:02,Fatal,Weather/Low Visibility,Rural Road,Fog
ID-409,Hyderabad,17.36027,78.3173,2023-08-31,23:01,Minor,Drunk Driving,Highway,Rain
ID-410,Pune,18.56989,73.759,2023-11-28,05:56,Serious,Distracted Driving,Rural Road,Clear
ID-411,Hyderabad,17.47495,78.32827,2023-10-03,00:25,Serious,Drunk Driving,City Road,Clear
ID-412,Delhi,28.69657,77.16297,2023-03-24,01:09,Serious,Drunk Driving,Rural Road,Rain
ID-413,Delhi,28.47254,77.19983,2023-02-07,15:35,Minor,Distracted Driving,City Road,Clear
ID-414,Nagpur,21.01964,79.11768,2023-12-02,08:42,Serious,Drunk Driving,City Road,Clear
ID-415,Delhi,28.64781,77.25006,2023-12-04,20:39,Minor,Weather/Low Visibility,Rural Road,Rain
ID-416,Delhi,28.72308,77.27933,2023-04-24,19:50,Fatal,Signal Jumping,City Road,Dust Storm
ID-417,Pune,18.42686,73.84659,2023-06-06,20:49,Minor,Signal Jumping,Highway,Clear
ID-418,Jaipur,26.92133,75.86836,2023-11-17,20:46,Serious,Over-speeding,Highway,Clear
ID-419,Nagpur,21.12633,79.14379,2023-01-19,04:58,Minor,Potholes,Rural Road,Fog
ID-420,Pune,18.50794,73.83078,2023-10-29,19:57,Serious,Weather/Low Visibility,Highway,Fog
ID-421,Kolkata,22.60208,88.37936,2023-11-11,17:54,Minor,Weather/Low Visibility,Rural Road,Rain
ID-422,Delhi,28.46369,77.08318,2023-09-05,04:46,Serious,Distracted Driving,Highway,Clear
ID-423,Mumbai,19.12844,72.84635,2023-04-16,18:42,Serious,Weather/Low Visibility,City Road,Fog
ID-424,Bangalore,12.93639,77.50929,2023-11-21,08:33,Minor,Weather/Low Visibility,Rural Road,Fog
ID-425,Kolkata,22.53477,88.43074,2023-05-09,17:33,Minor,Weather/Low Visibility,Rural Road,Rain
ID-426,Jaipur,26.96345,75.76901,2023-03-13,10:56,Minor,Weather/Low Visibility,Highway,Rain
ID-427,Meerut,29.0287,77.6423,2023-03-02,22:45,Serious,Signal Jumping,City Road,Rain
ID-428,Jaipur,26.8963,75.79576,2023-07-30,01:53,Fatal,Weather/Low Visibility,Highway,Rain
ID-429,Mumbai,18.94042,72.90253,2023-04-03,12:16,Minor,Potholes,Rural Road,Dust Storm
ID-430,Lucknow,26.82752,80.9757,2023-08-18,18:13,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-431,Chennai,13.14911,80.22017,2023-05-16,23:32,Serious,Drunk Driving,City Road,Fog
ID-432,Pune,18.47564,73.72644,2023-08-03,16:43,Minor,Drunk Driving,Highway,Clear
ID-433,Hyderabad,17.39517,78.42295,2023-09-04,18:05,Minor,Weather/Low Visibility,Rural Road,Rain
ID-434,Chennai,12.90036,80.28755,2023-07-09,11:26,Fatal,Over-speeding,Highway,Dust Storm
ID-435,Madurai,9.95373,78.0701,2023-03-10,11:27,Minor,Distracted Driving,Highway,Dust Storm
ID-436,Kolkata,22.51676,88.41966,2023-12-30,19:00,Fatal,Signal Jumping,Rural Road,Clear
ID-437,Jaipur,26.90451,75.80395,2023-06-11,23:51,Serious,Weather/Low Visibility,Highway,Fog
ID-438,Mumbai,18.97609,72.971,2023-12-15,22:17,Serious,Weather/Low Visibility,City Road,Rain
ID-439,Hyderabad,17.33574,78.41182,2023-12-28,08:22,Minor,Weather/Low Visibility,Rural Road,Rain
ID-440,Chennai,12.96893,80.25662,2023-06-23,13:25,Serious,Distracted Driving,Highway,Clear
ID-441,Pune,18.47782,73.82718,2023-02-15,07:27,Serious,Weather/Low Visibility,Highway,Fog
ID-442,Varanasi,25.32181,83.0449,2023-12-31,10:18,Minor,Distracted Driving,Highway,Clear
ID-443,Bangalore,12.99209,77.58779,2023-01-18,20:12,Fatal,Weather/Low Visibility,Rural Road,Rain
ID-444,Varanasi,25.20721,82.94785,2023-07-24,12:49,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-445,Mumbai,19.05532,72.94739,2023-10-14,16:46,Serious,Potholes,City Road,Fog
ID-446,Indore,22.6553,75.82127,2023-05-14,15:00,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-447,Kolkata,22.51448,88.35885,2023-10-22,22:52,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-448,Delhi,28.70299,77.28062,2023-01-15,22:55,Minor,Over-speeding,City Road,Clear
ID-449,Hyderabad,17.45773,78.34408,2023-09-22,21:22,Minor,Potholes,Rural Road,Clear
ID-450,Pune,18.56644,73.74965,2023-06-25,23:52,Serious,Drunk Driving,City Road,Rain
ID-451,Mumbai,19.07211,72.83656,2023-04-13,05:47,Serious,Weather/Low Visibility,City Road,Rain
ID-452,Delhi,28.48111,76.92485,2023-02-10,08:07,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-453,Varanasi,25.37142,83.0916,2023-10-22,16:31,Minor,Distracted Driving,Highway,Dust Storm
ID-454,Delhi,28.7664,76.94013,2023-08-05,10:33,Minor,Distracted Driving,Rural Road,Clear
ID-455,Varanasi,25.27874,83.03727,2023-08-24,01:33,Minor,Distracted Driving,Highway,Clear
ID-456,Kolkata,22.57589,88.32015,2023-05-15,19:35,Serious,Drunk Driving,City Road,Fog
ID-457,Hyderabad,17.36862,78.33678,2023-07-10,15:48,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-458,Delhi,28.62856,77.28964,2023-05-01,12:17,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-459,Jaipur,26.96001,75.84771,2023-03-10,21:31,Serious,Weather/Low Visibility,City Road,Fog
ID-460,Chennai,13.06864,80.21357,2023-04-21,19:03,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-461,Jaipur,26.94892,75.75195,2023-01-11,20:22,Minor,Signal Jumping,City Road,Clear
ID-462,Jaipur,26.99262,75.73979,2023-05-26,17:11,Minor,Weather/Low Visibility,Rural Road,Fog
ID-463,Nashik,20.05495,73.78939,2023-11-20,16:29,Fatal,Drunk Driving,Rural Road,Rain
ID-464,Varanasi,25.26748,83.02625,2023-06-25,18:10,Minor,Drunk Driving,City Road,Fog
ID-465,Mumbai,19.11313,72.92108,2023-10-28,20:47,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-466,Delhi,28.74168,76.86252,2023-02-10,23:44,Serious,Drunk Driving,City Road,Rain
ID-467,Meerut,29.07574,77.70969,2023-05-15,16:06,Minor,Distracted Driving,Highway,Rain
ID-468,Nagpur,21.17709,78.99281,2023-03-06,14:40,Minor,Weather/Low Visibility,Highway,Rain
ID-469,Nashik,19.97137,73.88305,2023-08-16,16:35,Serious,Weather/Low Visibility,Rural Road,Rain
ID-470,Kolkata,22.62621,88.42717,2023-10-01,23:40,Serious,Weather/Low Visibility,City Road,Fog
ID-471,Chennai,13.03256,80.17316,2023-09-25,18:00,Minor,Weather/Low Visibility,City Road,Fog
ID-472,Delhi,28.40333,77.26104,2023-05-30,12:51,Serious,Weather/Low Visibility,Highway,Rain
ID-473,Chennai,12.95657,80.27643,2023-11-27,19:45,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-474,Chennai,13.02667,80.14791,2023-11-29,11:18,Minor,Weather/Low Visibility,City Road,Fog
ID-475,Delhi,28.42739,76.86831,2023-05-20,22:28,Fatal,Drunk Driving,Highway,Dust Storm
ID-476,Kolkata,22.69394,88.30443,2023-08-13,14:45,Serious,Signal Jumping,Highway,Clear
ID-477,Nashik,19.91804,73.70294,2023-09-13,15:50,Serious,Distracted Driving,Rural Road,Dust Storm
ID-478,Delhi,28.5321,77.22177,2023-10-06,14:04,Serious,Weather/Low Visibility,Highway,Rain
ID-479,Chennai,12.97502,80.17632,2023-08-15,17:24,Minor,Drunk Driving,Highway,Clear
ID-480,Kolkata,22.59217,88.4542,2023-12-15,21:24,Minor,Distracted Driving,Highway,Fog
ID-481,Jaipur,26.80844,75.88748,2023-06-02,21:40,Fatal,Drunk Driving,Highway,Fog
ID-482,Mumbai,18.96534,72.82259,2023-05-22,05:10,Minor,Potholes,City Road,Clear
ID-483,Nashik,20.05783,73.70179,2023-11-02,10:44,Minor,Weather/Low Visibility,Highway,Fog
ID-484,Delhi,28.59997,77.14297,2023-11-27,18:22,Serious,Drunk Driving,Highway,Clear
ID-485,Delhi,28.59514,76.95837,2023-04-09,14:46,Serious,Over-speeding,City Road,Dust Storm
ID-486,Bangalore,12.87521,77.5079,2023-12-23,16:34,Minor,Weather/Low Visibility,Rural Road,Rain
ID-487,Pune,18.46953,73.84648,2023-09-29,16:04,Minor,Drunk Driving,City Road,Dust Storm
ID-488,Jaipur,26.90832,75.79082,2023-01-10,10:11,Serious,Weather/Low Visibility,Rural Road,Fog
ID-489,Delhi,28.6884,77.12914,2023-09-12,09:43,Minor,Weather/Low Visibility,Rural Road,Rain
ID-490,Mumbai,19.02294,72.8644,2023-03-08,17:02,Minor,Drunk Driving,Highway,Clear
ID-491,Delhi,28.44282,76.89581,2023-09-08,17:42,Serious,Weather/Low Visibility,Highway,Fog
ID-492,Varanasi,25.32119,82.91417,2023-11-24,15:29,Minor,Over-speeding,Rural Road,Fog
ID-493,Pune,18.57809,73.86441,2023-01-21,05:33,Minor,Signal Jumping,City Road,Clear
ID-494,Varanasi,25.21559,82.94318,2023-09-30,23:14,Fatal,Drunk Driving,Highway,Rain
ID-495,Nashik,20.02507,73.73578,2023-11-23,10:06,Serious,Weather/Low Visibility,Rural Road,Fog
ID-496,Kolkata,22.63305,88.47656,2023-06-22,16:32,Minor,Signal Jumping,Rural Road,Rain
ID-497,Madurai,9.8886,78.07046,2023-11-21,14:26,Serious,Weather/Low Visibility,Rural Road,Fog
ID-498,Nagpur,21.10913,79.01252,2023-08-18,11:28,Minor,Over-speeding,Rural Road,Clear
ID-499,Chennai,13.19489,80.21915,2023-04-24,18:19,Fatal,Drunk Driving,Highway,Fog
